,drybulb_C,relhum_percent,atmos_Pa,dewpoint_C,glohorrad_Whm2,date_range,dayofyear,hour,hourly_clearness,daily_clearness,rise_set,row_number,persisted_index,difhorrad_Whm2,dirnorrad_Whm2,totskycvr_tenths,opaqskycvr_tenths,windspd_ms
0,4.8,100.0,99467.17465175953,4.8,0,1976-01-01 00:00:00-05:00,1,0,0.0,0.6035473394953784,Neither,0,0.0,0.0,0.0,10,10,6.52121548544182
1,3.8,100.0,99567.17465175953,3.8,0,1976-01-01 01:00:00-05:00,1,1,0.0,0.6035473394953784,Neither,1,0.0,0.0,0.0,10,10,6.52121548544182
2,2.8,100.0,99867.17465175953,2.8,0,1976-01-01 02:00:00-05:00,1,2,0.0,0.6035473394953784,Neither,2,0.0,0.0,0.0,10,10,7.007873357489717
3,2.8,100.0,99867.17465175953,2.8,0,1976-01-01 03:00:00-05:00,1,3,0.0,0.6035473394953784,Neither,3,0.0,0.0,0.0,10,10,6.52121548544182
4,3.3,100.0,99967.17465175953,3.3,0,1976-01-01 04:00:00-05:00,1,4,0.0,0.6035473394953784,Sunrise,4,0.0,0.0,0.0,10,10,7.98118910158551
5,3.3,100.0,100267.17465175953,3.3,0,1976-01-01 05:00:00-05:00,1,5,0.0,0.6035473394953784,Neither,5,0.0,0.0,0.0,10,10,6.034557613393923
6,3.8,100.0,100367.17465175953,3.8,0,1976-01-01 06:00:00-05:00,1,6,0.0,0.6035473394953784,Neither,6,0.25,0.0,0.0,10,10,7.007873357489717
7,3.8,100.0,100667.17465175953,3.8,16,1976-01-01 07:00:00-05:00,1,7,0.5,0.6035473394953784,Neither,7,0.2326086956521739,16.0,0.0,5,5,5.5478997413460265
8,3.8,96.96010375399395,100967.17465175953,3.4,107,1976-01-01 08:00:00-05:00,1,8,0.4652173913043478,0.6035473394953784,Neither,8,0.5118483412322274,107.0,0.0,2,2,7.98118910158551
9,3.8,92.60234628190433,101067.17465175953,2.7,221,1976-01-01 09:00:00-05:00,1,9,0.523696682464455,0.6035473394953784,Neither,9,0.5505483048884083,128.38599869252192,565.3741696355407,2,1,8.565178548042988
10,4.3,82.7973919697027,101067.17465175953,1.6,358,1976-01-01 10:00:00-05:00,1,10,0.6358792184724689,0.6035473394953784,Neither,10,0.5803841667773988,113.04779862713355,815.3736944647037,1,0,7.007873357489717
11,4.8,72.99243765750106,101067.17465175953,0.4,409,1976-01-01 11:00:00-05:00,1,11,0.6370716510903427,0.6035473394953784,Neither,11,0.6520374685634516,59.87004111367156,872.0842766745772,1,1,6.52121548544182
12,5.8,70.81355892145625,101067.17465175953,0.9,437,1976-01-01 12:00:00-05:00,1,12,0.6681957186544343,0.6035473394953784,Neither,12,0.6359562610560592,76.27355897875515,790.3887035968212,0,0,6.034557613393923
13,6.4,67.54524081738904,101167.17465175953,0.8,379,1976-01-01 13:00:00-05:00,1,13,0.6348408710217756,0.6035473394953784,Sunset,13,0.6681957186544343,159.7704167597826,471.7882189153299,0,0,7.007873357489717
14,6.4,67.54524081738904,101267.17465175953,0.8,291,1976-01-01 14:00:00-05:00,1,14,0.610062893081761,0.6035473394953784,Neither,14,0.5840871021775544,175.01429971924722,273.1473883869417,0,0,6.52121548544182
15,5.8,74.08187702552347,101367.17465175953,1.5,160,1976-01-01 15:00:00-05:00,1,15,0.5333333333333333,0.6035473394953784,Neither,15,0.52596167909902,138.0652631211836,64.701861338944,0,0,7.494531229537614
16,4.3,76.26075576156828,101467.17465175953,0.5,38,1976-01-01 16:00:00-05:00,1,16,0.4418604651162791,0.6035473394953784,Neither,16,0.26666666666666666,38.0,0.0,0,0,5.061241869298129
17,3.8,76.26075576156828,101567.17465175953,0.0,0,1976-01-01 17:00:00-05:00,1,17,0.0,0.6035473394953784,Neither,17,0.22093023255813954,0.0,0.0,0,0,5.061241869298129
18,2.8,79.52907386563548,101567.17465175953,-0.4,0,1976-01-01 18:00:00-05:00,1,18,0.0,0.6035473394953784,Neither,18,0.0,0.0,0.0,0,0,3.0172788066969614
19,2.8,79.52907386563548,101567.17465175953,-0.4,0,1976-01-01 19:00:00-05:00,1,19,0.0,0.6035473394953784,Neither,19,0.0,0.0,0.0,0,0,3.990594550792755
20,1.2,81.70795260168029,101667.17465175953,-1.6,0,1976-01-01 20:00:00-05:00,1,20,0.0,0.6035473394953784,Neither,20,0.0,0.0,0.0,0,0,2.5306209346490647
21,0.8,84.97627070574751,101667.17465175953,-1.4,0,1976-01-01 21:00:00-05:00,1,21,0.0,0.6035473394953784,Neither,21,0.0,0.0,0.0,0,0,3.0172788066969614
22,-0.3,89.33402817783713,101767.17465175953,-1.8,0,1976-01-01 22:00:00-05:00,1,22,0.0,0.6035473394953784,Neither,22,0.0,0.0,0.0,0,0,2.5306209346490647
23,-0.8,88.24458880981472,101767.17465175953,-2.5,0,1976-01-01 23:00:00-05:00,1,23,0.0,0.6035473394953784,Neither,23,0.0,0.0,0.0,0,0,3.5039366787448585
24,-0.3,92.60234628190433,101867.17465175953,-1.4,0,1976-01-02 00:00:00-05:00,2,0,0.0,0.32147300323463546,Neither,24,0.0,0.0,0.0,0,0,2.5306209346490647
25,-0.3,89.33402817783713,101867.17465175953,-1.8,0,1976-01-02 01:00:00-05:00,2,1,0.0,0.32147300323463546,Neither,25,0.0,0.0,0.0,0,0,2.5306209346490647
26,-0.8,92.60234628190433,101867.17465175953,-1.8,0,1976-01-02 02:00:00-05:00,2,2,0.0,0.32147300323463546,Neither,26,0.0,0.0,0.0,0,0,2.0439630626011676
27,-1.8,92.60234628190433,101867.17465175953,-2.8,0,1976-01-02 03:00:00-05:00,2,3,0.0,0.32147300323463546,Neither,27,0.0,0.0,0.0,0,0,2.0439630626011676
28,-1.8,92.60234628190433,101867.17465175953,-2.8,0,1976-01-02 04:00:00-05:00,2,4,0.0,0.32147300323463546,Sunrise,28,0.0,0.0,0.0,0,0,2.0439630626011676
29,-0.8,84.97627070574751,101867.17465175953,-3.0,0,1976-01-02 05:00:00-05:00,2,5,0.0,0.32147300323463546,Neither,29,0.0,0.0,0.0,0,0,3.5039366787448585
30,-1.3,78.43963449761308,101967.17465175953,-4.6,0,1976-01-02 06:00:00-05:00,2,6,0.0,0.32147300323463546,Neither,30,0.28125,0.0,0.0,0,0,2.0439630626011676
31,-1.8,78.43963449761308,102067.17465175953,-5.0,18,1976-01-02 07:00:00-05:00,2,7,0.5625,0.32147300323463546,Neither,31,0.22391304347826088,18.0,0.0,5,1,0.0
32,-0.3,78.43963449761308,102067.17465175953,-3.6,103,1976-01-02 08:00:00-05:00,2,8,0.44782608695652176,0.32147300323463546,Neither,32,0.5377511820330969,103.0,0.0,5,1,2.5306209346490647
33,0.2,68.63468018541145,102167.17465175953,-4.9,217,1976-01-02 09:00:00-05:00,2,9,0.5130023640661938,0.32147300323463546,Neither,33,0.37018963922294174,121.54858627341143,582.8563985578797,4,1,1.459973616143691
34,0.2,68.63468018541145,102067.17465175953,-4.9,165,1976-01-02 10:00:00-05:00,2,10,0.2925531914893617,0.32147300323463546,Neither,34,0.3675260267535938,121.87931980014328,143.40052941555672,10,10,2.5306209346490647
35,0.8,69.72411955343385,101967.17465175953,-4.1,143,1976-01-02 11:00:00-05:00,2,11,0.2220496894409938,0.32147300323463546,Neither,35,0.2964290347690711,141.16745531450132,4.569868553218743,10,10,2.5306209346490647
36,1.2,66.45580144936665,101967.17465175953,-4.3,197,1976-01-02 12:00:00-05:00,2,12,0.3003048780487805,0.32147300323463546,Neither,36,0.2718581780538302,182.15564254515147,32.449468666646865,10,10,2.0439630626011676
37,1.8,64.27692271332184,101867.17465175953,-4.2,193,1976-01-02 13:00:00-05:00,2,13,0.32166666666666666,0.32147300323463546,Sunset,37,0.3003048780487805,181.226033673447,25.25856770186537,10,10,2.5306209346490647
38,1.8,66.45580144936665,101867.17465175953,-3.8,161,1976-01-02 14:00:00-05:00,2,14,0.33611691022964507,0.32147300323463546,Neither,38,0.2812953795379538,155.9201520677674,11.91225774209748,10,10,2.0439630626011676
39,1.8,66.45580144936665,101867.17465175953,-3.8,73,1976-01-02 15:00:00-05:00,2,15,0.24092409240924093,0.32147300323463546,Neither,39,0.29305845511482254,73.0,0.0,10,10,3.5039366787448585
40,1.8,66.45580144936665,101867.17465175953,-3.8,22,1976-01-02 16:00:00-05:00,2,16,0.25,0.32147300323463546,Neither,40,0.12046204620462046,22.0,0.0,10,10,3.0172788066969614
41,1.8,69.72411955343385,101867.17465175953,-3.1,0,1976-01-02 17:00:00-05:00,2,17,0.0,0.32147300323463546,Neither,41,0.125,0.0,0.0,10,10,2.5306209346490647
42,1.2,71.90299828947866,101767.17465175953,-3.3,0,1976-01-02 18:00:00-05:00,2,18,0.0,0.32147300323463546,Neither,42,0.0,0.0,0.0,10,10,3.0172788066969614
43,0.2,78.43963449761308,101667.17465175953,-3.1,0,1976-01-02 19:00:00-05:00,2,19,0.0,0.32147300323463546,Neither,43,0.0,0.0,0.0,6,6,3.0172788066969614
44,0.8,75.17131639354587,101667.17465175953,-3.1,0,1976-01-02 20:00:00-05:00,2,20,0.0,0.32147300323463546,Neither,44,0.0,0.0,0.0,6,6,0.0
45,1.2,81.70795260168029,101567.17465175953,-1.6,0,1976-01-02 21:00:00-05:00,2,21,0.0,0.32147300323463546,Neither,45,0.0,0.0,0.0,10,10,0.0
46,1.8,81.70795260168029,101467.17465175953,-1.0,0,1976-01-02 22:00:00-05:00,2,22,0.0,0.32147300323463546,Neither,46,0.0,0.0,0.0,10,10,1.459973616143691
47,1.8,86.0657100737699,101367.17465175953,-0.3,0,1976-01-02 23:00:00-05:00,2,23,0.0,0.32147300323463546,Neither,47,0.0,0.0,0.0,10,10,1.459973616143691
48,2.8,86.0657100737699,101267.17465175953,0.7,0,1976-01-03 00:00:00-05:00,3,0,0.0,0.22359940505701537,Neither,48,0.0,0.0,0.0,10,10,0.0
49,3.8,86.0657100737699,101167.17465175953,1.7,0,1976-01-03 01:00:00-05:00,3,1,0.0,0.22359940505701537,Neither,49,0.0,0.0,0.0,10,10,3.0172788066969614
50,4.3,86.0657100737699,101167.17465175953,2.2,0,1976-01-03 02:00:00-05:00,3,2,0.0,0.22359940505701537,Neither,50,0.0,0.0,0.0,10,10,3.0172788066969614
51,4.3,89.33402817783713,101067.17465175953,2.7,0,1976-01-03 03:00:00-05:00,3,3,0.0,0.22359940505701537,Neither,51,0.0,0.0,0.0,10,10,3.0172788066969614
52,4.3,89.33402817783713,100967.17465175953,2.7,0,1976-01-03 04:00:00-05:00,3,4,0.0,0.22359940505701537,Sunrise,52,0.0,0.0,0.0,10,10,3.5039366787448585
53,4.3,89.33402817783713,100867.17465175953,2.7,0,1976-01-03 05:00:00-05:00,3,5,0.0,0.22359940505701537,Neither,53,0.0,0.0,0.0,10,10,2.5306209346490647
54,4.3,92.60234628190433,100767.17465175953,3.2,0,1976-01-03 06:00:00-05:00,3,6,0.0,0.22359940505701537,Neither,54,0.08064516129032258,0.0,0.0,10,10,2.5306209346490647
55,4.8,93.69178564992674,100767.17465175953,3.9,5,1976-01-03 07:00:00-05:00,3,7,0.16129032258064516,0.22359940505701537,Neither,55,0.0782608695652174,5.0,0.0,10,10,3.0172788066969614
56,5.3,96.96010375399395,100667.17465175953,4.9,36,1976-01-03 08:00:00-05:00,3,8,0.1565217391304348,0.22359940505701537,Neither,56,0.17047967665675284,36.0,0.0,10,10,3.0172788066969614
57,5.3,100.0,100667.17465175953,5.3,76,1976-01-03 09:00:00-05:00,3,9,0.17966903073286053,0.22359940505701537,Neither,57,0.17472104655636783,60.25522698436163,96.16129088851788,10,10,4.477252422840652
